Delayed,Season,Day,Time Period,Station,Bound,Line,Min Gap,Issue Category
1,Spring,Wednesday,Afternoon,EGLINTON STATION,N,YU,8,Other
1,Spring,Wednesday,Afternoon,KIPLING STATION,E,BD,6,Other
0,Spring,Wednesday,Evening,BLOOR STATION,N,YU,0,Other
1,Spring,Wednesday,Evening,KIPLING STATION,E,BD,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Wednesday,Night,KIPLING STATION,E,BD,12,Other
1,Spring,Thursday,Morning,KENNEDY BD STATION,W,BD,6,Miscellaneous & Passenger-Related Incidents
0,Spring,Thursday,Afternoon,BLOOR STATION,N,YU,0,Train Operations & Control Systems
0,Spring,Thursday,Afternoon,KENNEDY BD STATION,W,BD,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Thursday,Afternoon,KIPLING STATION,E,BD,6,Other
0,Spring,Thursday,Evening,BLOOR STATION,S,YU,0,Other
0,Spring,Thursday,Evening,BLOOR STATION,S,YU,0,Human & Operational Factors
1,Spring,Friday,Afternoon,EGLINTON STATION,N,YU,7,Other
1,Spring,Friday,Afternoon,KENNEDY BD STATION,W,BD,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Afternoon,KIPLING STATION,E,BD,6,Miscellaneous & Passenger-Related Incidents
0,Spring,Friday,Afternoon,BLOOR STATION,N,YU,0,Other
0,Spring,Friday,Night,KIPLING STATION,E,BD,0,Other
1,Spring,Saturday,Afternoon,BLOOR STATION,N,YU,7,Miscellaneous & Passenger-Related Incidents
1,Spring,Saturday,Night,KENNEDY BD STATION,W,BD,12,Other
0,Spring,Saturday,Night,BLOOR STATION,N,YU,0,Other
1,Spring,Sunday,Evening,EGLINTON STATION,N,YU,8,Other
1,Spring,Sunday,Night,KENNEDY BD STATION,W,BD,12,Other
0,Spring,Monday,Morning,KENNEDY BD STATION,E,BD,0,Other
1,Spring,Monday,Morning,FINCH STATION,N,YU,6,Other
0,Spring,Monday,Afternoon,BLOOR STATION,N,YU,0,Other
0,Spring,Monday,Afternoon,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Spring,Monday,Night,BLOOR STATION,N,YU,0,Other
1,Spring,Tuesday,Morning,EGLINTON STATION,N,YU,10,Human & Operational Factors
1,Spring,Tuesday,Morning,EGLINTON STATION,N,YU,30,Other
1,Spring,Tuesday,Morning,FINCH STATION,S,YU,6,Other
0,Spring,Tuesday,Evening,BLOOR STATION,N,YU,0,Other
1,Spring,Tuesday,Night,KENNEDY BD STATION,W,BD,8,Human & Operational Factors
0,Spring,Tuesday,Night,KIPLING STATION,E,BD,0,Other
1,Spring,Wednesday,Morning,KIPLING STATION,E,BD,6,Miscellaneous & Passenger-Related Incidents
0,Spring,Wednesday,Morning,BLOOR STATION,S,YU,0,Human & Operational Factors
0,Spring,Wednesday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Spring,Wednesday,Evening,KIPLING STATION,E,BD,6,Other
0,Spring,Wednesday,Night,EGLINTON STATION,S,YU,0,Other
1,Spring,Wednesday,Night,BLOOR STATION,S,YU,10,Other
1,Spring,Thursday,Morning,FINCH STATION,S,YU,8,Other
1,Spring,Thursday,Morning,BLOOR STATION,N,YU,5,Other
1,Spring,Thursday,Afternoon,EGLINTON STATION,S,YU,8,Other
1,Spring,Thursday,Evening,BLOOR STATION,S,YU,5,Other
1,Spring,Thursday,Evening,KIPLING STATION,E,BD,8,Other
1,Spring,Thursday,Night,KIPLING STATION,E,BD,8,Other
1,Spring,Friday,Morning,FINCH STATION,S,YU,0,Other
0,Spring,Friday,Morning,BLOOR STATION,N,YU,0,Other
0,Spring,Friday,Morning,BLOOR STATION,S,YU,0,Other
1,Spring,Friday,Afternoon,KIPLING STATION,W,BD,26,Train Operations & Control Systems
0,Spring,Friday,Afternoon,BLOOR STATION,N,YU,0,Other
1,Spring,Friday,Afternoon,BLOOR STATION,N,YU,7,Other
1,Spring,Friday,Night,KENNEDY BD STATION,W,BD,8,Other
0,Spring,Friday,Night,EGLINTON STATION,S,YU,0,Other
1,Spring,Friday,Night,KIPLING STATION,E,BD,8,Other
1,Spring,Saturday,Morning,FINCH STATION,S,YU,12,Other
0,Spring,Saturday,Evening,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Spring,Saturday,Evening,BLOOR STATION,S,YU,30,Other
1,Spring,Sunday,Morning,KENNEDY BD STATION,W,BD,7,Miscellaneous & Passenger-Related Incidents
1,Spring,Sunday,Afternoon,BLOOR STATION,S,YU,14,Human & Operational Factors
1,Spring,Sunday,Afternoon,KENNEDY BD STATION,W,BD,11,Other
1,Spring,Sunday,Evening,BLOOR STATION,S,YU,9,Other
1,Spring,Sunday,Night,KIPLING STATION,W,BD,12,Miscellaneous & Passenger-Related Incidents
1,Spring,Monday,Morning,KIPLING STATION,E,BD,14,Other
1,Spring,Monday,Morning,KIPLING STATION,E,BD,6,Other
1,Spring,Monday,Afternoon,KENNEDY BD STATION,W,BD,7,Other
0,Spring,Monday,Evening,BLOOR STATION,S,YU,0,Other
0,Spring,Monday,Night,BLOOR STATION,N,YU,0,Other
0,Spring,Tuesday,Night,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
1,Spring,Tuesday,Morning,FINCH STATION,S,YU,9,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Morning,EGLINTON STATION,N,YU,8,Other
1,Spring,Tuesday,Morning,KIPLING STATION,W,BD,6,Other
1,Spring,Tuesday,Morning,FINCH STATION,S,YU,8,Other
1,Spring,Tuesday,Morning,KIPLING STATION,E,BD,6,Other
1,Spring,Tuesday,Afternoon,KIPLING STATION,E,BD,6,Miscellaneous & Passenger-Related Incidents
0,Spring,Tuesday,Evening,BLOOR STATION,S,YU,0,Other
0,Spring,Tuesday,Evening,KIPLING STATION,W,BD,0,Other
1,Spring,Tuesday,Evening,KENNEDY BD STATION,E,BD,8,Human & Operational Factors
0,Spring,Tuesday,Night,KENNEDY BD STATION,W,BD,0,Other
1,Spring,Tuesday,Night,KENNEDY BD STATION,E,BD,8,Other
1,Spring,Wednesday,Morning,EGLINTON STATION,N,YU,6,Other
1,Spring,Wednesday,Morning,KIPLING STATION,E,BD,6,Miscellaneous & Passenger-Related Incidents
0,Spring,Wednesday,Evening,KIPLING STATION,W,BD,0,Miscellaneous & Passenger-Related Incidents
0,Spring,Wednesday,Evening,BLOOR STATION,N,YU,0,Other
1,Spring,Wednesday,Evening,KIPLING STATION,E,BD,9,Miscellaneous & Passenger-Related Incidents
0,Spring,Wednesday,Evening,KENNEDY BD STATION,E,BD,0,Other
1,Spring,Wednesday,Evening,FINCH STATION,S,YU,12,Human & Operational Factors
1,Spring,Wednesday,Night,FINCH STATION,S,YU,12,Human & Operational Factors
1,Spring,Wednesday,Night,KENNEDY BD STATION,N,BD,15,Human & Operational Factors
0,Spring,Wednesday,Night,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Spring,Thursday,Morning,FINCH STATION,S,YU,0,Other
1,Spring,Thursday,Afternoon,KIPLING STATION,W,BD,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Thursday,Evening,KIPLING STATION,E,BD,8,Miscellaneous & Passenger-Related Incidents
1,Spring,Thursday,Evening,KIPLING STATION,E,BD,7,Miscellaneous & Passenger-Related Incidents
1,Spring,Thursday,Evening,KENNEDY BD STATION,W,BD,8,Other
0,Spring,Thursday,Night,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
0,Spring,Thursday,Night,BLOOR STATION,S,YU,0,Other
1,Spring,Thursday,Night,KENNEDY BD STATION,W,BD,12,Other
1,Spring,Friday,Morning,KIPLING STATION,E,BD,10,Other
0,Spring,Friday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Spring,Friday,Evening,KENNEDY BD STATION,W,BD,7,Human & Operational Factors
1,Spring,Saturday,Afternoon,KIPLING STATION,E,BD,8,Other
1,Spring,Saturday,Evening,KENNEDY BD STATION,W,BD,9,Other
1,Spring,Saturday,Evening,KENNEDY BD STATION,W,BD,12,Other
1,Spring,Saturday,Night,KENNEDY BD STATION,W,BD,12,Other
0,Spring,Saturday,Night,KENNEDY BD STATION,W,BD,0,Other
1,Spring,Saturday,Night,BLOOR STATION,S,YU,12,Other
0,Spring,Sunday,Night,KENNEDY BD STATION,W,BD,0,Other
1,Spring,Sunday,Evening,FINCH STATION,S,YU,9,Miscellaneous & Passenger-Related Incidents
0,Spring,Sunday,Night,BLOOR STATION,N,YU,0,Other
1,Spring,Sunday,Night,BLOOR STATION,N,YU,11,Human & Operational Factors
0,Spring,Monday,Morning,FINCH STATION,S,YU,0,Other
1,Spring,Monday,Morning,BLOOR STATION,N,YU,21,Human & Operational Factors
1,Spring,Monday,Morning,BLOOR STATION,S,YU,20,Other
1,Spring,Monday,Afternoon,BLOOR STATION,S,YU,13,Other
1,Spring,Monday,Afternoon,EGLINTON STATION,S,YU,4,Other
1,Spring,Monday,Evening,KENNEDY BD STATION,W,BD,8,Other
0,Spring,Monday,Night,BLOOR STATION,S,YU,0,Other
1,Spring,Tuesday,Morning,FINCH STATION,S,YU,0,Other
1,Spring,Tuesday,Morning,KENNEDY BD STATION,W,BD,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Afternoon,EGLINTON STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Afternoon,KIPLING STATION,E,BD,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Afternoon,KENNEDY BD STATION,W,BD,6,Human & Operational Factors
1,Spring,Tuesday,Evening,EGLINTON STATION,S,YU,7,Train Operations & Control Systems
0,Spring,Tuesday,Evening,EGLINTON STATION,S,YU,0,Train Operations & Control Systems
0,Spring,Tuesday,Evening,EGLINTON STATION,N,YU,0,Other
0,Spring,Tuesday,Night,BLOOR STATION,N,YU,0,Other
0,Spring,Wednesday,Morning,BLOOR STATION,S,YU,0,Other
1,Spring,Wednesday,Afternoon,EGLINTON STATION,N,YU,8,Other
1,Spring,Wednesday,Evening,FINCH STATION,N,YU,6,Other
1,Spring,Wednesday,Evening,FINCH STATION,S,YU,6,Other
0,Spring,Wednesday,Night,BLOOR STATION,N,YU,0,Other
0,Spring,Thursday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Spring,Thursday,Morning,BLOOR STATION,N,YU,0,Human & Operational Factors
0,Spring,Thursday,Morning,FINCH STATION,N,YU,0,Other
1,Spring,Thursday,Afternoon,EGLINTON STATION,S,YU,13,Other
1,Spring,Thursday,Afternoon,KIPLING STATION,W,BD,6,Human & Operational Factors
1,Spring,Thursday,Evening,EGLINTON STATION,N,YU,8,Other
0,Spring,Thursday,Evening,FINCH STATION,N,YU,0,Other
0,Spring,Thursday,Evening,BLOOR STATION,S,YU,0,Other
0,Spring,Thursday,Evening,BLOOR STATION,S,YU,0,Other
1,Spring,Thursday,Evening,KIPLING STATION,E,BD,8,Other
0,Spring,Thursday,Night,BLOOR STATION,N,YU,0,Other
0,Spring,Friday,Morning,BLOOR STATION,S,YU,0,Train Operations & Control Systems
1,Spring,Friday,Morning,KIPLING STATION,E,BD,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Morning,KENNEDY BD STATION,W,BD,9,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Afternoon,BLOOR STATION,N,YU,6,Other
1,Spring,Friday,Afternoon,KIPLING STATION,E,BD,6,Miscellaneous & Passenger-Related Incidents
0,Spring,Friday,Evening,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
1,Spring,Friday,Evening,FINCH STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
0,Spring,Friday,Evening,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Night,BLOOR STATION,S,YU,23,Other
1,Spring,Saturday,Morning,KENNEDY BD STATION,W,BD,8,Miscellaneous & Passenger-Related Incidents
1,Spring,Saturday,Evening,KIPLING STATION,E,BD,10,Miscellaneous & Passenger-Related Incidents
0,Spring,Saturday,Night,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Saturday,Night,EGLINTON STATION,S,YU,17,Human & Operational Factors
1,Spring,Sunday,Morning,FINCH STATION,S,YU,10,Other
1,Spring,Sunday,Morning,KIPLING STATION,E,BD,8,Other
0,Spring,Sunday,Afternoon,BLOOR STATION,S,YU,0,Train Operations & Control Systems
0,Spring,Sunday,Evening,BLOOR STATION,N,YU,0,Other
0,Spring,Monday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Spring,Monday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Spring,Monday,Morning,KENNEDY BD STATION,W,BD,0,Other
1,Spring,Monday,Afternoon,BLOOR STATION,N,YU,12,Human & Operational Factors
0,Spring,Monday,Night,KENNEDY BD STATION,W,BD,0,Other
1,Spring,Tuesday,Morning,FINCH STATION,S,YU,8,Train Operations & Control Systems
0,Spring,Tuesday,Morning,KIPLING STATION,E,BD,0,Human & Operational Factors
1,Spring,Tuesday,Afternoon,EGLINTON STATION,S,YU,15,Other
1,Spring,Tuesday,Evening,BLOOR STATION,N,YU,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Night,KENNEDY BD STATION,E,BD,44,Other
1,Spring,Wednesday,Morning,KENNEDY BD STATION,W,BD,5,Human & Operational Factors
0,Spring,Wednesday,Morning,EGLINTON STATION,S,YU,0,Human & Operational Factors
0,Spring,Wednesday,Morning,BLOOR STATION,N,YU,0,Other
1,Spring,Wednesday,Morning,FINCH STATION,S,YU,6,Other
1,Spring,Wednesday,Afternoon,BLOOR STATION,S,YU,6,Other
1,Spring,Wednesday,Afternoon,FINCH STATION,S,YU,6,Other
1,Spring,Wednesday,Evening,KENNEDY BD STATION,E,BD,7,Other
1,Spring,Wednesday,Evening,FINCH STATION,S,YU,12,Other
0,Spring,Wednesday,Evening,FINCH STATION,S,YU,0,Other
0,Spring,Wednesday,Night,FINCH STATION,S,YU,0,Other
1,Spring,Thursday,Morning,BLOOR STATION,N,YU,31,Other
1,Spring,Thursday,Afternoon,FINCH STATION,S,YU,6,Other
1,Spring,Thursday,Evening,FINCH STATION,S,YU,6,Other
1,Spring,Thursday,Night,BLOOR STATION,N,YU,9,Other
1,Spring,Thursday,Night,KIPLING STATION,E,BD,8,Other
0,Spring,Friday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
0,Spring,Friday,Morning,KIPLING STATION,E,BD,0,Other
1,Spring,Friday,Morning,FINCH STATION,S,YU,7,Other
1,Spring,Friday,Afternoon,BLOOR STATION,S,YU,6,Other
0,Spring,Friday,Afternoon,BLOOR STATION,N,YU,0,Human & Operational Factors
1,Spring,Friday,Afternoon,KENNEDY BD STATION,W,BD,16,Other
0,Spring,Friday,Evening,BLOOR STATION,N,YU,0,Human & Operational Factors
1,Spring,Friday,Evening,KIPLING STATION,E,BD,10,Other
0,Spring,Friday,Night,BLOOR STATION,N,YU,0,Other
0,Spring,Saturday,Morning,FINCH STATION,S,YU,0,Other
0,Spring,Saturday,Morning,BLOOR STATION,N,YU,0,Other
1,Spring,Saturday,Night,KENNEDY BD STATION,W,BD,12,Human & Operational Factors
1,Spring,Saturday,Night,BLOOR STATION,S,YU,10,Other
1,Spring,Saturday,Night,KIPLING STATION,W,BD,10,Train Operations & Control Systems
0,Spring,Saturday,Night,KENNEDY BD STATION,W,BD,0,Other
1,Spring,Sunday,Morning,FINCH STATION,S,YU,0,Human & Operational Factors
1,Spring,Sunday,Morning,KIPLING STATION,E,BD,10,Other
0,Spring,Sunday,Afternoon,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Spring,Sunday,Afternoon,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Spring,Sunday,Evening,KENNEDY BD STATION,W,BD,10,Other
0,Spring,Sunday,Night,BLOOR STATION,N,YU,0,Human & Operational Factors
1,Spring,Sunday,Night,FINCH STATION,S,YU,14,Other
0,Spring,Sunday,Night,FINCH STATION,S,YU,0,Other
0,Spring,Sunday,Night,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Monday,Morning,FINCH STATION,S,YU,7,Structural & Track-Related Issues
0,Spring,Monday,Afternoon,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Spring,Monday,Evening,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
1,Spring,Monday,Night,KENNEDY BD STATION,W,BD,11,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Morning,BLOOR STATION,N,YU,6,Other
0,Spring,Tuesday,Afternoon,KIPLING STATION,E,BD,0,Miscellaneous & Passenger-Related Incidents
0,Spring,Tuesday,Evening,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Evening,BLOOR STATION,N,YU,9,Miscellaneous & Passenger-Related Incidents
0,Spring,Tuesday,Night,BLOOR STATION,N,YU,0,Other
1,Spring,Wednesday,Morning,FINCH STATION,S,YU,8,Human & Operational Factors
0,Spring,Wednesday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Spring,Wednesday,Morning,FINCH STATION,S,YU,0,Train Operations & Control Systems
1,Spring,Wednesday,Morning,BLOOR STATION,S,YU,6,Other
0,Spring,Wednesday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Spring,Wednesday,Afternoon,KIPLING STATION,E,BD,7,Other
0,Spring,Wednesday,Night,EGLINTON STATION,N,YU,0,Human & Operational Factors
0,Spring,Thursday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Spring,Thursday,Morning,KENNEDY BD STATION,W,BD,8,Other
1,Spring,Thursday,Afternoon,EGLINTON STATION,N,YU,6,Other
0,Spring,Thursday,Evening,KIPLING STATION,W,BD,0,Other
1,Spring,Thursday,Evening,KENNEDY BD STATION,W,BD,10,Miscellaneous & Passenger-Related Incidents
1,Spring,Thursday,Night,EGLINTON STATION,S,YU,8,Other
0,Spring,Thursday,Night,BLOOR STATION,N,YU,0,Other
1,Spring,Friday,Morning,KIPLING STATION,E,BD,17,Other
1,Spring,Friday,Morning,KIPLING STATION,E,BD,9,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Morning,BLOOR STATION,S,YU,7,Other
1,Spring,Friday,Afternoon,FINCH STATION,S,YU,7,Other
1,Spring,Friday,Afternoon,FINCH STATION,S,YU,7,Human & Operational Factors
0,Spring,Friday,Afternoon,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
0,Spring,Friday,Evening,EGLINTON STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Evening,KIPLING STATION,E,BD,10,Human & Operational Factors
1,Spring,Friday,Evening,KIPLING STATION,E,BD,10,Other
1,Spring,Saturday,Afternoon,BLOOR STATION,S,YU,7,Miscellaneous & Passenger-Related Incidents
1,Spring,Saturday,Evening,BLOOR STATION,S,YU,7,Other
1,Spring,Saturday,Night,KENNEDY BD STATION,W,BD,9,Miscellaneous & Passenger-Related Incidents
1,Spring,Saturday,Night,KENNEDY BD STATION,E,BD,12,Human & Operational Factors
1,Spring,Saturday,Night,BLOOR STATION,S,YU,11,Miscellaneous & Passenger-Related Incidents
1,Spring,Saturday,Night,BLOOR STATION,S,YU,11,Miscellaneous & Passenger-Related Incidents
0,Spring,Saturday,Night,FINCH STATION,S,YU,0,Other
1,Spring,Sunday,Morning,KIPLING STATION,E,BD,8,Other
1,Spring,Sunday,Afternoon,FINCH STATION,S,YU,8,Other
0,Spring,Sunday,Afternoon,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
0,Spring,Sunday,Night,BLOOR STATION,N,YU,0,Human & Operational Factors
1,Spring,Monday,Afternoon,KIPLING STATION,W,BD,8,Electrical and Mechanical Systems (Train Equipment & Power)
1,Spring,Monday,Afternoon,KIPLING STATION,E,BD,20,Human & Operational Factors
1,Spring,Monday,Night,KENNEDY BD STATION,W,BD,11,Miscellaneous & Passenger-Related Incidents
0,Spring,Monday,Night,BLOOR STATION,S,YU,0,Human & Operational Factors
0,Spring,Tuesday,Morning,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
1,Spring,Tuesday,Afternoon,FINCH STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Evening,BLOOR STATION,S,YU,6,Human & Operational Factors
1,Spring,Wednesday,Morning,EGLINTON STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Wednesday,Morning,KIPLING STATION,E,BD,5,Other
1,Spring,Wednesday,Evening,BLOOR STATION,N,YU,11,Other
1,Spring,Wednesday,Evening,FINCH STATION,S,YU,6,Other
0,Spring,Wednesday,Night,BLOOR STATION,S,YU,0,Other
0,Spring,Wednesday,Night,BLOOR STATION,S,YU,0,Other
1,Spring,Wednesday,Night,KIPLING STATION,E,BD,23,Other
1,Spring,Thursday,Morning,EGLINTON STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Thursday,Morning,EGLINTON STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Thursday,Morning,KENNEDY BD STATION,E,BD,10,Other
1,Spring,Thursday,Morning,KENNEDY BD STATION,W,BD,9,Miscellaneous & Passenger-Related Incidents
0,Spring,Thursday,Afternoon,BLOOR STATION,N,YU,0,Other
0,Spring,Friday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
0,Spring,Friday,Morning,FINCH STATION,S,YU,0,Other
0,Spring,Friday,Morning,BLOOR STATION,S,YU,0,Other
1,Spring,Friday,Evening,FINCH STATION,N,YU,41,Other
1,Spring,Friday,Night,KIPLING STATION,W,YU,18,Other
0,Spring,Saturday,Evening,BLOOR STATION,S,YU,0,Other
0,Spring,Saturday,Evening,BLOOR STATION,N,YU,0,Other
0,Spring,Sunday,Night,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
1,Spring,Sunday,Morning,FINCH STATION,S,YU,10,Other
1,Spring,Sunday,Afternoon,KENNEDY BD STATION,W,BD,7,Human & Operational Factors
0,Spring,Sunday,Evening,KENNEDY BD STATION,E,BD,0,Human & Operational Factors
1,Spring,Monday,Morning,BLOOR STATION,S,YU,78,Other
0,Spring,Monday,Morning,BLOOR STATION,N,YU,0,Other
1,Spring,Monday,Morning,KIPLING STATION,E,BD,5,Other
1,Spring,Monday,Afternoon,KIPLING STATION,E,BD,6,Human & Operational Factors
1,Spring,Monday,Evening,KIPLING STATION,W,YU,30,Other
1,Spring,Tuesday,Morning,BLOOR STATION,N,YU,6,Miscellaneous & Passenger-Related Incidents
0,Spring,Tuesday,Morning,BLOOR STATION,S,YU,0,Other
1,Spring,Tuesday,Afternoon,EGLINTON STATION,N,YU,7,Other
0,Spring,Tuesday,Evening,EGLINTON STATION,S,YU,0,Human & Operational Factors
1,Spring,Tuesday,Night,BLOOR STATION,N,YU,10,Other
1,Spring,Wednesday,Morning,EGLINTON STATION,N,YU,10,Miscellaneous & Passenger-Related Incidents
1,Spring,Wednesday,Morning,BLOOR STATION,N,YU,6,Other
1,Spring,Wednesday,Morning,KENNEDY BD STATION,W,BD,26,Human & Operational Factors
1,Spring,Wednesday,Morning,EGLINTON STATION,S,YU,7,Miscellaneous & Passenger-Related Incidents
1,Spring,Wednesday,Evening,KIPLING STATION,E,YU,6,Other
1,Spring,Wednesday,Night,KIPLING STATION,E,BD,15,Other
1,Spring,Thursday,Morning,EGLINTON STATION,N,YU,0,Train Operations & Control Systems
1,Spring,Thursday,Morning,EGLINTON STATION,N,YU,5,Other
1,Spring,Thursday,Afternoon,KENNEDY BD STATION,W,BD,8,Other
1,Spring,Thursday,Afternoon,FINCH STATION,S,YU,6,Other
1,Spring,Thursday,Afternoon,EGLINTON STATION,N,YU,11,Human & Operational Factors
1,Spring,Thursday,Evening,EGLINTON STATION,N,YU,7,Other
0,Spring,Thursday,Night,KENNEDY BD STATION,E,BD,0,Other
0,Spring,Thursday,Night,FINCH STATION,S,YU,0,Other
0,Spring,Friday,Morning,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
0,Spring,Friday,Morning,BLOOR STATION,S,YU,0,Other
0,Spring,Friday,Morning,KIPLING STATION,E,BD,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Afternoon,KENNEDY BD STATION,E,BD,26,Other
0,Spring,Friday,Afternoon,FINCH STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
0,Spring,Saturday,Morning,BLOOR STATION,N,YU,0,Other
0,Spring,Saturday,Evening,BLOOR STATION,S,YU,0,Human & Operational Factors
1,Spring,Monday,Morning,EGLINTON STATION,S,YU,0,Train Operations & Control Systems
0,Spring,Monday,Morning,EGLINTON STATION,S,YU,0,Train Operations & Control Systems
1,Spring,Monday,Morning,FINCH STATION,S,YU,8,Other
1,Spring,Monday,Morning,BLOOR STATION,S,YU,6,Other
1,Spring,Monday,Afternoon,EGLINTON STATION,N,YU,6,Human & Operational Factors
1,Spring,Monday,Afternoon,KIPLING STATION,E,BD,6,Human & Operational Factors
1,Spring,Tuesday,Morning,EGLINTON STATION,N,YU,10,Human & Operational Factors
1,Spring,Tuesday,Morning,EGLINTON STATION,S,YU,6,Train Operations & Control Systems
1,Spring,Tuesday,Morning,BLOOR STATION,N,YU,363,Other
1,Spring,Tuesday,Afternoon,KIPLING STATION,E,BD,12,Other
0,Spring,Tuesday,Evening,BLOOR STATION,S,YU,0,Other
1,Spring,Tuesday,Night,KENNEDY BD STATION,W,BD,16,Other
